sample;ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K13501;TRP1;anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
Fusarium graminearum - fgr;K13501;TRP1;anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Aliphatic;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Chlorinated;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Chlorinated;IARC2B;Nitrofen;oxidase
Fusarium graminearum - fgr;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Nitrogen-containing;IARC2B;Nitrofen;oxidase
Fusarium graminearum - fgr;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Polyaromatic;IARC2B;Nitrofen;oxidase
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;ATSDR;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;EPA;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;PSL;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C08469;Polyaromatic;IARC1;Aristolochic acid;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C18149;Metal;WFD;Tributyltin oxide;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C18149;Organometallic;EPC;Tributyltin oxide;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C18149;Metal;EPC;Tributyltin oxide;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C18149;Organometallic;WFD;Tributyltin oxide;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;phospholipase
Fusarium graminearum - fgr;K16342;PLA2G4;cytosolic phospholipase A2 ;C08469;Nitrogen-containing;IARC1;Aristolochic acid;phospholipase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C14286;Polyaromatic;IARC2B;Phenolphthalein;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07569;Aliphatic;IARC2B;Propylthiouracil;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00067;Aliphatic;PSL;Formaldehyde;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;WFD;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19594;Aromatic;IARC1;Aflatoxin-M1-8,9-epoxide;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;IARC1;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;CONAMA;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00067;Aliphatic;ATSDR;Formaldehyde;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16756;Aromatic;IARC2B;Aflatoxin M1;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C14866;Chlorinated;IARC2A;Chloral;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;PSL;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19585;Aromatic;IARC1;Aflatoxin Q1;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;PSL;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16038;Aromatic;IARC2B;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;IARC2B;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;EPA;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;EPA;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;EPA;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;EPC;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;ATSDR;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;PSL;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00067;Aliphatic;IARC1;Formaldehyde;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;ATSDR;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;CONAMA;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Organophosphorus;IARC2B;Parathion;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;CONAMA;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;EPC;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07108;Polyaromatic;IARC1;Tamoxifen;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;IARC1;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;IARC1;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Aliphatic;EPC;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19312;Polyaromatic;ATSDR;Acenaphthene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19595;Aromatic;IARC1;Aflatoxin B1-endo-8,9-epoxide;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06800;Aromatic;IARC1;Aflatoxin B1;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;ATSDR;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C11195;Nitrogen-containing;IARC2B;Mitoxantrone;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Aromatic;ATSDR;Parathion;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Organophosphorus;ATSDR;Parathion;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;EPC;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;CONAMA;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16038;Nitrogen-containing;IARC2B;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C19312;Polyaromatic;EPA;Acenaphthene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Aromatic;IARC2B;Parathion;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Nitrogen-containing;IARC2B;Parathion;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C00829;Polyaromatic;WFD;Naphthalene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C14866;Aliphatic;IARC2A;Chloral;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07108;Nitrogen-containing;IARC1;Tamoxifen;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C07535;Polyaromatic;EPA;Benzo[a]pyrene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06790;Chlorinated;ATSDR;Trichloroethene;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C11195;Polyaromatic;IARC2B;Mitoxantrone;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C16756;Aromatic;IARC1;Aflatoxin M1;reductase
Fusarium graminearum - fgr;K14338;cypD_E;cytochrome P450 / NADPH-cytochrome P450 reductase ;C06604;Nitrogen-containing;ATSDR;Parathion;reductase
Fusarium graminearum - fgr;K00624;E2.3.1.7;carnitine O-acetyltransferase ;C07313;Nitrogen-containing;IARC2B;Streptozocin;acetyltransferase
Fusarium graminearum - fgr;K00624;E2.3.1.7;carnitine O-acetyltransferase ;C07313;Aliphatic;IARC2B;Streptozocin;acetyltransferase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Aliphatic;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Chlorinated;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
Fusarium graminearum - fgr;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Aliphatic;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Chlorinated;IARC2A;Chloral hydrate;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
